faculty_code,faculty_title,department_code,department_title,default_training_center,source_file,check_ok,review_comment
ФПМС,Факультет переработки минерального сырья,ОФХ,Кафедра общей и физической химии,3,Кафедра 24 Общей и физической химии (ОФХ).xlsx,,
