faculty_code,faculty_title,department_code,department_title,default_training_center,source_file,check_ok,review_comment
ФПМС,Факультет переработки минерального сырья,ХТПЭ,Кафедра химических технологий и переработки энергоносителей,1,Кафедра 22 Химических технологий и переработки энергоносителей (ХТ и ПЭ).xlsx,,
