faculty_code,faculty_title,department_code,department_title,default_training_center,source_file,check_ok,review_comment
ИБИО,Институт базового инженерного образования,ОТФ,Кафедра общей и технической физики,3,Кафедра 19 Общей и технической физики (ОТФ).xlsx,,
