faculty_code,faculty_title,department_code,department_title,default_training_center,source_file,check_ok,review_comment
ФПМС,Факультет переработки минерального сырья,ОПИ,Кафедра обогащения полезных ископаемых,1,Кафедра 25 Обогащения полезных ископаемых (ОПИ).xlsx,,
