training_center_number,room_number,room_name,laboratory_studlab_id,laboratory_name,faculty_code,faculty_title,department_hint,purpose,source_url,notes
1,3203,Учебная лаборатория физико-механических свойств грунтов,5,Учебная лаборатория кафедры гидрогеологии и инженерной геологии,ГРФ,Геологоразведочный факультет,гидрогеологии и инженерной геологии,"освоение приборов и оборудования для определения физических, водных и механических свойств горных пород, их гранулометрического состава.",https://studlab.spmi.ru/5,draft from studlab
1,3109,Комплексная учебная лаборатория сопротивления материалов,21,Учебная лаборатория кафедры механики,СФ,Строительный факультет,механики,определение количественных значений механических характеристик различных материалов; изучение экспериментальных методов определения механических величин и получение практических навыков в постановке опытов и проведении испытаний.,https://studlab.spmi.ru/21,draft from studlab
2,1324,Учебный маркшейдерско-геодезический полигон,20,Межкафедральная учебно-научная лаборатория вычислительной техники и маркшейдерско-геодезических приборов,СФ,Строительный факультет,,обучение работе с маркшейдерско-геодезическими приборами и картами.,https://studlab.spmi.ru/20,draft from studlab
2,1322,Геокамера,20,Межкафедральная учебно-научная лаборатория вычислительной техники и маркшейдерско-геодезических приборов,СФ,Строительный факультет,,методическое обеспечение лабораторных работ; хранение маркшейдерско-геодезического оборудования; обеспечение технического обслуживания и ремонта оборудования.,https://studlab.spmi.ru/20,draft from studlab
1,1044,Лаборатория геомеханики и строительных материалов,19,Межкафедральная лаборатория геомеханики и строительных материалов,СФ,Строительный факультет,,исследование напряжений в несущих конструкциях зданий и сооружений приборами неразрушающего контроля; проведение испытаний строительных материалов и конструкций приборами разрушающего контроля; проведение геотехнических испытаний устойчивости грунтового массива; определение прочностных свойств горных пород.,https://studlab.spmi.ru/19,draft from studlab
3,842,Многофункциональная учебная лаборатория общей химии,3,Многофункциональная учебная лаборатория общей химии в Инженерном корпусе,ФПМС,Факультет переработки минерального сырья,,"изучение и исследование химических явлений и процессов; приобретение навыков в работе с химическими реактивами, химической посудой и оборудованием с помощью теоретических и экспериментальных методов общей химии.",https://studlab.spmi.ru/3,draft from studlab
3,843,Многофункциональная учебная лаборатория общей химии,3,Многофункциональная учебная лаборатория общей химии в Инженерном корпусе,ФПМС,Факультет переработки минерального сырья,,"изучение и исследование химических явлений и процессов; приобретение навыков в работе с химическими реактивами, химической посудой и оборудованием с помощью теоретических и экспериментальных методов общей химии.",https://studlab.spmi.ru/3,draft from studlab
3,844,Многофункциональная учебная лаборатория общей химии,3,Многофункциональная учебная лаборатория общей химии в Инженерном корпусе,ФПМС,Факультет переработки минерального сырья,,"изучение и исследование химических явлений и процессов; приобретение навыков в работе с химическими реактивами, химической посудой и оборудованием с помощью теоретических и экспериментальных методов общей химии.",https://studlab.spmi.ru/3,draft from studlab
3,845,Многофункциональная учебная лаборатория общей химии,3,Многофункциональная учебная лаборатория общей химии в Инженерном корпусе,ФПМС,Факультет переработки минерального сырья,,"изучение и исследование химических явлений и процессов; приобретение навыков в работе с химическими реактивами, химической посудой и оборудованием с помощью теоретических и экспериментальных методов общей химии.",https://studlab.spmi.ru/3,draft from studlab
3,840,Многофункциональная учебная лаборатория общей химии,3,Многофункциональная учебная лаборатория общей химии в Инженерном корпусе,ФПМС,Факультет переработки минерального сырья,,"проведение занятий по допуску к лабораторным работам, обработке результатов, составлению отчётов; проведение защит лабораторных работ.",https://studlab.spmi.ru/3,draft from studlab
1,3120,Многофункциональная учебная лаборатория процессов обогащения полезных ископаемых,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,"моделирование процессов механической переработки минерального сырья с целью извлечения ценных компонентов и удаления пустой породы и вредных примесей, которые не представляют практической ценности в промышленности и народном хозяйстве.",https://studlab.spmi.ru/1,draft from studlab
1,3122,Многофункциональная учебная лаборатория процессов обогащения полезных ископаемых,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,"моделирование процессов переработки минерального сырья с целью извлечения ценных компонентов и удаления пустой породы и вредных примесей, которые не представляют практической ценности в промышленности и народном хозяйстве.",https://studlab.spmi.ru/1,draft from studlab
1,3320,Учебная лаборатория процессов металлургии и физической химии,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,моделирование важнейших процессов металлургии для их исследования и управления в металлургической промышленности; исследование физико-химических процессов и явлений с помощью теоретических и экспериментальных методов физики и химии.,https://studlab.spmi.ru/1,draft from studlab
1,3322,Специализированная учебная лаборатория процессов физической химии и химических технологий с препараторскими помещениями,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,"моделирование различных технологических процессов: кинетики и термодинамики, материальных и тепловых потоков; изучение оборудования и параметров оптимизации.",https://studlab.spmi.ru/1,draft from studlab
1,3325,"Учебная лаборатория процессов обогащения полезных ископаемых, металлургии и физической химии",1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,"моделирование процессов механической переработки минерального сырья с целью извлечения ценных компонентов и удаления пустой породы и вредных примесей, которые не представляют практической ценности в промышленности; исследование химических явлений с помощью теоретических и экспериментальных методов физики.",https://studlab.spmi.ru/1,draft from studlab
1,3327,Специализированная учебная лаборатория процессов физической химии и химических технологий с препараторскими помещениями,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,"моделирование различных технологических процессов: кинетики и термодинамики, материальных и тепловых потоков; изучение оборудования и параметров оптимизации.",https://studlab.spmi.ru/1,draft from studlab
1,3429,Многофункциональная учебная лаборатория общего назначения,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,исследование физико-химических процессов и явлений с помощью теоретических и экспериментальных методов химии и физики.,https://studlab.spmi.ru/1,draft from studlab
1,3432,Учебная лаборатория общего назначения процессов металлургии и химических технологий,1,Комплексная учебная лаборатория факультета переработки минерального сырья,ФПМС,Факультет переработки минерального сырья,,моделирование важнейших процессов металлургии для их исследования и управления в металлургической промышленности.,https://studlab.spmi.ru/1,draft from studlab
1,7221,Лаборатория автоматизированных систем управления,2,Учебная лаборатория кафедры автоматизации технологических процессов и производств,ФПМС,Факультет переработки минерального сырья,автоматизации технологических процессов и производств,"исследование пневматических и гидравлических систем; изучение свойств электрических двигателей постоянного и переменного тока; исследование непрерывных технологических процессов; моделирование и настройка сети; программирование панели оператора и ПЛК, применяемых в гидрометаллургии.",https://studlab.spmi.ru/2,draft from studlab
1,3214,Учебная лаборатория кафедры автоматизации технологических процессов и производств,2,Учебная лаборатория кафедры автоматизации технологических процессов и производств,ФПМС,Факультет переработки минерального сырья,автоматизации технологических процессов и производств,"изучение принципов управления технологическими объектами; изучение технических характеристик, особенностей работы и настройки технических средств автоматизации: датчиков технологических параметров, регуляторов и ПЛК, силовых преобразователей частоты и исполнительных устройств – при работе с физической моделью (макетом) гидравлической системы; изучение основ программирования промышленных контроллеров с целью автоматизации управления физическими объектами промышленного назначения и получения практического опыта автоматизации объектов, являющихся макетами реальных объектов.",https://studlab.spmi.ru/2,draft from studlab
3,231,Лаборатория физики твердого тела и ядерной физики,26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование явлений квантовой механики и ядерной физики.,https://studlab.spmi.ru/26,draft from studlab
3,233,"Лаборатория ""Электромагнетизма""",26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование явлений электромагнетизма.,https://studlab.spmi.ru/26,draft from studlab
3,234,"Лаборатория ""Электромагнетизма""",26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование явлений электромагнетизма.,https://studlab.spmi.ru/26,draft from studlab
3,235,Лаборатория механики и молекулярной физики,26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование физических явлений и процессов в механике и молекулярной физике.,https://studlab.spmi.ru/26,draft from studlab
3,236,Лаборатория виртуальных физических экспериментов,26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование физических явлений и процессов в механике и молекулярной физике посредством виртуального физического эксперимента.,https://studlab.spmi.ru/26,draft from studlab
3,428,Лаборатория волновой и квантовой оптики,26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование физических явлений и процессов в волновой и квантовой оптике.,https://studlab.spmi.ru/26,draft from studlab
3,430,Лаборатория современных оптических технологий,26,Комплексная учебная лаборатория общей физики,ИБИО,Институт базового инженерного образования,,изучение и исследование физических явлений и процессов в волновой и квантовой оптике с помощью современных оптических технологий.,https://studlab.spmi.ru/26,draft from studlab
